URI	Count
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	19461518
http://mo-ld.org/mine_vocabulary:hasExpressionScore	10000000
http://mo-ld.org/mine_vocabulary:hasScore	9972661
http://mo-ld.org/mine_vocabulary:hasBioEntity	3231009
http://mo-ld.org/mine_vocabulary:hasDataSet	3201834
http://mo-ld.org/mine_vocabulary:hasGene	2835991
http://mo-ld.org/mine_vocabulary:hasOntologyTerm	2453356
http://mo-ld.org/mine_vocabulary:hasOntologyRelation	2305766
http://mo-ld.org/mine_vocabulary:hasPublication	1838286
http://mo-ld.org/mine_vocabulary:hasType	1769368
http://www.w3.org/1999/02/22-rdf-syntax-ns#value	1707010
http://mo-ld.org/mine_vocabulary:hasLiteratureTopic	1455743
http://mo-ld.org/mine_vocabulary:hasInteraction	1339581
http://mo-ld.org/mine_vocabulary:hasInteractionDetail	1338474
http://mo-ld.org/mine_vocabulary:hasDirect	1152883
http://mo-ld.org/mine_vocabulary:hasRedundant	1152883
http://mo-ld.org/mine_vocabulary:hasRelationship	1152883
http://mo-ld.org/mine_vocabulary:hasHomologue	981242
http://mo-ld.org/mine_vocabulary:hasOrthologueEvidence	756832
http://mo-ld.org/mine_vocabulary:hasRelationshipType	669462
http://mo-ld.org/mine_vocabulary:hasAnnotationType	668805
http://mo-ld.org/mine_vocabulary:hasInteractionExperiment	668805
http://mo-ld.org/mine_vocabulary:hasRole1	668805
http://mo-ld.org/mine_vocabulary:hasAuthor	659799
http://www.w3.org/2000/01/rdf-schema#label	638890
http://mo-ld.org/mine_vocabulary:hasLocation	544820
http://mo-ld.org/mine_vocabulary:hasLength	541960
http://mo-ld.org/mine_vocabulary:hasOrganism	465817
http://mo-ld.org/mine_vocabulary:hasPrimaryIdentifier	465817
http://mo-ld.org/mine_vocabulary:hasPublicationAnnotation	389606
http://mo-ld.org/mine_vocabulary:hasPhenotype	388896
http://mo-ld.org/mine_vocabulary:hasIdentifier	341917
http://mo-ld.org/mine_vocabulary:hasStart	340709
http://mo-ld.org/mine_vocabulary:hasEnd	340709
http://www.w3.org/2004/02/skos/core#exactMatch	336876
http://mo-ld.org/mine_vocabulary:hasDataSource	291352
http://mo-ld.org/mine_vocabulary:hasCrossReference	291316
http://mo-ld.org/mine_vocabulary:hasStrand	272012
http://mo-ld.org/mine_vocabulary:hasSequence	270970
http://mo-ld.org/mine_vocabulary:hasResidues	270970
http://mo-ld.org/mine_vocabulary:hasChromosome	264161
http://mo-ld.org/mine_vocabulary:hasSOTerm	262775
http://mo-ld.org/mine_vocabulary:hasDirection	219024
http://mo-ld.org/mine_vocabulary:hasOntologyAnnotation	217699
http://mo-ld.org/mine_vocabulary:hasIncludeGene	217020
http://mo-ld.org/mine_vocabulary:hasDistance	217020
http://mo-ld.org/mine_vocabulary:hasGeneFlankingRegion	217020
http://mo-ld.org/mine_vocabulary:hasStrainBackground	170091
http://mo-ld.org/mine_vocabulary:hasQualifier	147606
http://mo-ld.org/mine_vocabulary:hasDescription	146237
http://mo-ld.org/mine_vocabulary:hasObservable	138320
http://mo-ld.org/mine_vocabulary:hasExperimentType	138320
http://mo-ld.org/mine_vocabulary:hasMutantType	138320
http://mo-ld.org/mine_vocabulary:hasTitle	124624
http://mo-ld.org/mine_vocabulary:hasJournal	124587
http://mo-ld.org/mine_vocabulary:hasYear	124142
http://mo-ld.org/mine_vocabulary:hasPubMedId	124113
http://mo-ld.org/mine_vocabulary:hasFirstAuthor	123910
http://mo-ld.org/mine_vocabulary:hasVolume	123558
http://mo-ld.org/mine_vocabulary:hasPages	123511
http://mo-ld.org/mine_vocabulary:hasOntologyTermSynonym	118551
http://mo-ld.org/mine_vocabulary:hasIssue	117504
http://mo-ld.org/mine_vocabulary:hasProtein	114719
http://mo-ld.org/mine_vocabulary:hasGOAnnotation	113752
http://mo-ld.org/mine_vocabulary:hasValue	101596
http://mo-ld.org/mine_vocabulary:hasSynonym	101596
http://mo-ld.org/mine_vocabulary:hasGOEvidence	96563
http://mo-ld.org/mine_vocabulary:hasGOEvidenceCode	96563
http://mo-ld.org/mine_vocabulary:hasSymbol	95480
http://mo-ld.org/mine_vocabulary:hasSource	83029
http://mo-ld.org/mine_vocabulary:hasSgdDbXrefId	78139
http://mo-ld.org/mine_vocabulary:hasCitation	78130
http://mo-ld.org/mine_vocabulary:hasSummary	74877
http://mo-ld.org/mine_vocabulary:hasChemical	68809
http://mo-ld.org/mine_vocabulary:hasProteinDomain	68490
http://mo-ld.org/mine_vocabulary:hasEvalue	68490
http://mo-ld.org/mine_vocabulary:hasRunDate	68490
http://mo-ld.org/mine_vocabulary:hasMethod	68490
http://mo-ld.org/mine_vocabulary:hasBootstrapScore	54246
http://mo-ld.org/mine_vocabulary:hasOntology	45561
http://mo-ld.org/mine_vocabulary:hasObsolete	45560
http://mo-ld.org/mine_vocabulary:hasCondition	40573
http://mo-ld.org/mine_vocabulary:hasFeatureType	38108
http://mo-ld.org/mine_vocabulary:hasBriefDescription	35760
http://mo-ld.org/mine_vocabulary:hasAssay	33838
http://mo-ld.org/mine_vocabulary:hasRegulationEvidence	33838
http://mo-ld.org/mine_vocabulary:hasDatasource	33838
http://mo-ld.org/mine_vocabulary:hasRegulatoryRegion	33838
http://mo-ld.org/mine_vocabulary:hasExperimentCondition	33838
http://mo-ld.org/mine_vocabulary:hasConstruct	33498
http://mo-ld.org/mine_vocabulary:hasInterProDomain	33178
http://mo-ld.org/mine_vocabulary:hasDetails	31903
http://mo-ld.org/mine_vocabulary:hasRegulationDirection	30597
http://mo-ld.org/mine_vocabulary:hasSgdAlias	25167
http://mo-ld.org/mine_vocabulary:hasExperimentComment	23853
http://mo-ld.org/mine_vocabulary:hasModificationType	23103
http://mo-ld.org/mine_vocabulary:hasProteinModificationSite	23103
http://mo-ld.org/mine_vocabulary:hasModificationSite	22231
http://mo-ld.org/mine_vocabulary:hasDbxrefsource	21390
http://mo-ld.org/mine_vocabulary:hasTranscript	17906
http://mo-ld.org/mine_vocabulary:hasFivePrimeDataSet	17906
http://mo-ld.org/mine_vocabulary:hasFivePrimeScore	17906
http://mo-ld.org/mine_vocabulary:hasGalactoseCount	17906
http://mo-ld.org/mine_vocabulary:hasGlucoseCount	17906
http://mo-ld.org/mine_vocabulary:hasThreePrimeScore	17906
http://mo-ld.org/mine_vocabulary:hasThreePrimeDataSet	17906
http://mo-ld.org/mine_vocabulary:hasNote	17906
http://mo-ld.org/mine_vocabulary:hasStatus	16543
http://mo-ld.org/mine_vocabulary:hasProteinAbundance	16145
http://mo-ld.org/mine_vocabulary:hasSecondaryIdentifier	14958
http://mo-ld.org/mine_vocabulary:hasAbundance	13779
http://mo-ld.org/mine_vocabulary:hasInteractionTerm	12985
http://mo-ld.org/mine_vocabulary:hasIntergenicRegion	12792
http://mo-ld.org/mine_vocabulary:hasModification	12384
http://mo-ld.org/mine_vocabulary:hasExpressionDataSet	11118
http://mo-ld.org/mine_vocabulary:hasOrdernumber	10143
